ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,NormalizedTitle,NormalizedAuthor,DuplicateKey,RatingCount
044018293X,Suffer the Children,John Saul,1986,Dell,http://images.amazon.com/images/P/044018293X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044018293X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044018293X.01.LZZZZZZZ.jpg,suffer the children,john saul,suffer the children|john saul,4
0451185560,Fear of Flying,Erica Jong,1996,Signet Book,http://images.amazon.com/images/P/0451185560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185560.01.LZZZZZZZ.jpg,fear of flying,erica jong,fear of flying|erica jong,4
0061090891,Santa Fe Rules,Stuart Woods,1993,HarperTorch,http://images.amazon.com/images/P/0061090891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061090891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061090891.01.LZZZZZZZ.jpg,santa fe rules,stuart woods,santa fe rules|stuart woods,4
0553578308,Tough Cookie,Diane Mott Davidson,2001,Bantam Books,http://images.amazon.com/images/P/0553578308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.LZZZZZZZ.jpg,tough cookie,diane mott davidson,tough cookie|diane mott davidson,4
0743410653,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning,2000,Pocket Star,http://images.amazon.com/images/P/0743410653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743410653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743410653.01.LZZZZZZZ.jpg,booked to die cliff janeway novels paperback,john dunning,booked to die cliff janeway novels paperback|john dunning,4
0684867532,Run Catch Kiss: A Gratifying Novel,Amy Sohn,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684867532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867532.01.LZZZZZZZ.jpg,run catch kiss a gratifying novel,amy sohn,run catch kiss a gratifying novel|amy sohn,4
0316143464,Dress Your Family in Corduroy and Denim,David Sedaris,2004,"Little, Brown",http://images.amazon.com/images/P/0316143464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316143464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316143464.01.LZZZZZZZ.jpg,dress your family in corduroy and denim,david sedaris,dress your family in corduroy and denim|david sedaris,4
0345326490,Desert Solitaire,Edward Abbey,1990,Ballantine Books,http://images.amazon.com/images/P/0345326490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345326490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345326490.01.LZZZZZZZ.jpg,desert solitaire,edward abbey,desert solitaire|edward abbey,4
0515132136,The Jury,Steve Martini,2002,Jove Books,http://images.amazon.com/images/P/0515132136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515132136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515132136.01.LZZZZZZZ.jpg,the jury,steve martini,the jury|steve martini,4
0060013117,Night Watch,Terry Pratchett,2002,HarperCollins,http://images.amazon.com/images/P/0060013117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg,night watch,terry pratchett,night watch|terry pratchett,4
0553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,http://images.amazon.com/images/P/0553212583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.LZZZZZZZ.jpg,wuthering heights,emily bronte,wuthering heights|emily bronte,4
0440211891,Heartbeat,Danielle Steel,1992,Dell,http://images.amazon.com/images/P/0440211891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211891.01.LZZZZZZZ.jpg,heartbeat,danielle steel,heartbeat|danielle steel,4
0446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg,the stars shine down,sidney sheldon,the stars shine down|sidney sheldon,4
0060191821,Worst Fears Realized,Stuart Woods,1999,Harpercollins,http://images.amazon.com/images/P/0060191821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060191821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060191821.01.LZZZZZZZ.jpg,worst fears realized,stuart woods,worst fears realized|stuart woods,4
0399135812,Longshot,Dick Francis,1990,Putnam Publishing Group,http://images.amazon.com/images/P/0399135812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135812.01.LZZZZZZZ.jpg,longshot,dick francis,longshot|dick francis,4
0553280325,Something Wicked This Way Comes,Ray Bradbury,1983,Bantam,http://images.amazon.com/images/P/0553280325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280325.01.LZZZZZZZ.jpg,something wicked this way comes,ray bradbury,something wicked this way comes|ray bradbury,4
0684833395,Catch 22,Joseph Heller,1996,Simon &amp; Schuster,http://images.amazon.com/images/P/0684833395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg,catch 22,joseph heller,catch 22|joseph heller,4
0142437174,The Adventures of Huckleberry Finn (Penguin Classics),Mark Twain,2002,Penguin Books,http://images.amazon.com/images/P/0142437174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142437174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142437174.01.LZZZZZZZ.jpg,the adventures of huckleberry finn penguin classics,mark twain,the adventures of huckleberry finn penguin classics|mark twain,4
0140296409,Disgrace,J. M. Coetzee,2000,Penguin Books,http://images.amazon.com/images/P/0140296409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140296409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140296409.01.LZZZZZZZ.jpg,disgrace,j m coetzee,disgrace|j m coetzee,4
0440479002,The Sign of the Beaver,Elizabeth George Speare,1994,Yearling Books,http://images.amazon.com/images/P/0440479002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.LZZZZZZZ.jpg,the sign of the beaver,elizabeth george speare,the sign of the beaver|elizabeth george speare,4
0345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books,http://images.amazon.com/images/P/0345316770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345316770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345316770.01.LZZZZZZZ.jpg,almost paradise,susan isaacs,almost paradise|susan isaacs,4
0451203593,24 Hours,Greg Iles,2001,Signet Book,http://images.amazon.com/images/P/0451203593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203593.01.LZZZZZZZ.jpg,24 hours,greg iles,24 hours|greg iles,4
0446354678,Memories of Midnight,Sidney Sheldon,1991,Warner Books,http://images.amazon.com/images/P/0446354678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446354678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446354678.01.LZZZZZZZ.jpg,memories of midnight,sidney sheldon,memories of midnight|sidney sheldon,4
0671737643,"Whitney, My Love",Judith McNaught,1991,Pocket,http://images.amazon.com/images/P/0671737643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737643.01.LZZZZZZZ.jpg,whitney my love,judith mcnaught,whitney my love|judith mcnaught,4
0345272587,The Fellowship of the Ring,J. R. R. Tolkien,1977,Not Avail,http://images.amazon.com/images/P/0345272587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345272587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345272587.01.LZZZZZZZ.jpg,the fellowship of the ring,j r r tolkien,the fellowship of the ring|j r r tolkien,4
0345272609,The Return of the King,J. R. R. Tolkien,1977,Not Avail,http://images.amazon.com/images/P/0345272609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345272609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345272609.01.LZZZZZZZ.jpg,the return of the king,j r r tolkien,the return of the king|j r r tolkien,4
0553574116,Wicked Widow,Amanda Quick,2001,Bantam Books,http://images.amazon.com/images/P/0553574116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574116.01.LZZZZZZZ.jpg,wicked widow,amanda quick,wicked widow|amanda quick,4
0786866772,The Lobster Chronicles: Life on a Very Small Island,Linda Greenlaw,2002,Hyperion Press,http://images.amazon.com/images/P/0786866772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866772.01.LZZZZZZZ.jpg,the lobster chronicles life on a very small island,linda greenlaw,the lobster chronicles life on a very small island|linda greenlaw,4
1573226122,Lord of the Flies,William Golding,1997,Riverhead Books,http://images.amazon.com/images/P/1573226122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573226122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573226122.01.LZZZZZZZ.jpg,lord of the flies,william golding,lord of the flies|william golding,4
0446525731,The Christmas Train,David Baldacci,2002,Warner Books,http://images.amazon.com/images/P/0446525731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525731.01.LZZZZZZZ.jpg,the christmas train,david baldacci,the christmas train|david baldacci,4
0380978849,Lord of the Silent,Elizabeth Peters,2001,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978849.01.LZZZZZZZ.jpg,lord of the silent,elizabeth peters,lord of the silent|elizabeth peters,4
0061093092,Lily White,Susan Isaacs,1997,HarperTorch,http://images.amazon.com/images/P/0061093092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093092.01.LZZZZZZZ.jpg,lily white,susan isaacs,lily white|susan isaacs,4
0553580302,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001,Spectra Books,http://images.amazon.com/images/P/0553580302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580302.01.LZZZZZZZ.jpg,house harkonnen dune house trilogy book 2,brian herbert,house harkonnen dune house trilogy book 2|brian herbert,4
0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books,http://images.amazon.com/images/P/0140366784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.LZZZZZZZ.jpg,jane eyre puffin classics,charlotte bronte,jane eyre puffin classics|charlotte bronte,4
0451201558,Cold Case,Stephen White,2001,Signet Book,http://images.amazon.com/images/P/0451201558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451201558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451201558.01.LZZZZZZZ.jpg,cold case,stephen white,cold case|stephen white,4
0515130966,Riptide,Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515130966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.LZZZZZZZ.jpg,riptide,catherine coulter,riptide|catherine coulter,4
0375503269,Anonymous Rex: A Detective Story,Eric Garcia,1999,Villard Books,http://images.amazon.com/images/P/0375503269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375503269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375503269.01.LZZZZZZZ.jpg,anonymous rex a detective story,eric garcia,anonymous rex a detective story|eric garcia,4
0689711522,Silver on the Tree,Susan Cooper,1987,Simon Pulse,http://images.amazon.com/images/P/0689711522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689711522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689711522.01.LZZZZZZZ.jpg,silver on the tree,susan cooper,silver on the tree|susan cooper,4
068971310X,The Wind in the Willows,Kenneth Grahame,1989,Aladdin,http://images.amazon.com/images/P/068971310X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068971310X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068971310X.01.LZZZZZZZ.jpg,the wind in the willows,kenneth grahame,the wind in the willows|kenneth grahame,4
1555910807,Biblioholism: The Literary Addiction,Tom Raabe,1991,Fulcrum Publishing,http://images.amazon.com/images/P/1555910807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555910807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555910807.01.LZZZZZZZ.jpg,biblioholism the literary addiction,tom raabe,biblioholism the literary addiction|tom raabe,4
0767902890,The Things They Carried,TIM O'BRIEN,1998,Broadway,http://images.amazon.com/images/P/0767902890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767902890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767902890.01.LZZZZZZZ.jpg,the things they carried,tim obrien,the things they carried|tim obrien,4
0440225078,Ghost Moon,Karen Robards,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440225078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225078.01.LZZZZZZZ.jpg,ghost moon,karen robards,ghost moon|karen robards,4
0440226708,The Incredible Journey,SHEILA BURNFORD,1995,Laurel Leaf,http://images.amazon.com/images/P/0440226708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226708.01.LZZZZZZZ.jpg,the incredible journey,sheila burnford,the incredible journey|sheila burnford,4
0553107305,Chopping Spree,DIANE MOTT DAVIDSON,2002,Bantam,http://images.amazon.com/images/P/0553107305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553107305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553107305.01.LZZZZZZZ.jpg,chopping spree,diane mott davidson,chopping spree|diane mott davidson,4
0446359408,Sybil,Flora Rheta Schreiber,1989,Warner Books,http://images.amazon.com/images/P/0446359408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359408.01.LZZZZZZZ.jpg,sybil,flora rheta schreiber,sybil|flora rheta schreiber,4
0446364622,The Children of Men,P.D. James,1994,Warner Books,http://images.amazon.com/images/P/0446364622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.LZZZZZZZ.jpg,the children of men,pd james,the children of men|pd james,4
0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company,http://images.amazon.com/images/P/0517122707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.LZZZZZZZ.jpg,a confederacy of dunces,john kennedy toole,a confederacy of dunces|john kennedy toole,4
0553293370,Foundation and Empire (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Bantam,http://images.amazon.com/images/P/0553293370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553293370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553293370.01.LZZZZZZZ.jpg,foundation and empire foundation novels paperback,isaac asimov,foundation and empire foundation novels paperback|isaac asimov,4
0670894508,Cause Celeb,Helen Fielding,2001,Viking Books,http://images.amazon.com/images/P/0670894508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670894508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670894508.01.LZZZZZZZ.jpg,cause celeb,helen fielding,cause celeb|helen fielding,4
0446350109,Windmills of the Gods,Sidney Sheldon,1987,Warner Books,http://images.amazon.com/images/P/0446350109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446350109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446350109.01.LZZZZZZZ.jpg,windmills of the gods,sidney sheldon,windmills of the gods|sidney sheldon,4
0425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425163385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg,the night crew,john sandford,the night crew|john sandford,4
0553574671,Prime Cut,Diane Mott Davidson,2000,Bantam Books,http://images.amazon.com/images/P/0553574671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574671.01.LZZZZZZZ.jpg,prime cut,diane mott davidson,prime cut|diane mott davidson,4
0061091316,Lost Boys,Orson Scott Card,1993,HarperTorch,http://images.amazon.com/images/P/0061091316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061091316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061091316.01.LZZZZZZZ.jpg,lost boys,orson scott card,lost boys|orson scott card,4
0345349342,Juxtaposition (Apprentice Adept (Paperback)),Piers Anthony,1991,Del Rey Books,http://images.amazon.com/images/P/0345349342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345349342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345349342.01.LZZZZZZZ.jpg,juxtaposition apprentice adept paperback,piers anthony,juxtaposition apprentice adept paperback|piers anthony,4
0451204301,Impulse,Catherine Coulter,2001,Signet Book,http://images.amazon.com/images/P/0451204301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204301.01.LZZZZZZZ.jpg,impulse,catherine coulter,impulse|catherine coulter,4
0451203046,Light a Penny Candle,Maeve Binchy,2001,Signet Book,http://images.amazon.com/images/P/0451203046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203046.01.LZZZZZZZ.jpg,light a penny candle,maeve binchy,light a penny candle|maeve binchy,4
0804119724,Into the Night,Suzanne Brockmann,2002,Ballantine Books,http://images.amazon.com/images/P/0804119724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804119724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804119724.01.LZZZZZZZ.jpg,into the night,suzanne brockmann,into the night|suzanne brockmann,4
0142001821,The Passion of Artemisia,Susan Vreeland,2002,Penguin Books,http://images.amazon.com/images/P/0142001821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001821.01.LZZZZZZZ.jpg,the passion of artemisia,susan vreeland,the passion of artemisia|susan vreeland,4
0671020943,Thrill,Jackie Collins,1998,Pocket Books,http://images.amazon.com/images/P/0671020943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671020943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671020943.01.LZZZZZZZ.jpg,thrill,jackie collins,thrill|jackie collins,4
0449911810,Earthly Possessions,Anne Tyler,1996,Ballantine Books,http://images.amazon.com/images/P/0449911810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911810.01.LZZZZZZZ.jpg,earthly possessions,anne tyler,earthly possessions|anne tyler,4
0375724834,Motherless Brooklyn,JONATHAN LETHEM,2000,Vintage,http://images.amazon.com/images/P/0375724834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375724834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375724834.01.LZZZZZZZ.jpg,motherless brooklyn,jonathan lethem,motherless brooklyn|jonathan lethem,4
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg,le divorce william abrahams book,diane johnson,le divorce william abrahams book|diane johnson,4
0671525808,So Long and Thanks for all the Fish,Douglas Adams,1985,Pocket,http://images.amazon.com/images/P/0671525808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525808.01.LZZZZZZZ.jpg,so long and thanks for all the fish,douglas adams,so long and thanks for all the fish|douglas adams,4
0316168815,The Lovely Bones,Alice Sebold,2004,Back Bay Books,http://images.amazon.com/images/P/0316168815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.LZZZZZZZ.jpg,the lovely bones,alice sebold,the lovely bones|alice sebold,4
0671739735,Velvet Angel,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671739735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671739735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671739735.01.LZZZZZZZ.jpg,velvet angel,jude deveraux,velvet angel|jude deveraux,4
0446531480,A Body to Die For,Kate White,2003,Warner Books,http://images.amazon.com/images/P/0446531480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531480.01.LZZZZZZZ.jpg,a body to die for,kate white,a body to die for|kate white,4
0449144763,Number of the Beast,Robert A. Heinlein,1982,Fawcett Books,http://images.amazon.com/images/P/0449144763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449144763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449144763.01.LZZZZZZZ.jpg,number of the beast,robert a heinlein,number of the beast|robert a heinlein,4
0451185994,Snow Angel,Thom Racina,1997,Onyx Books,http://images.amazon.com/images/P/0451185994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185994.01.LZZZZZZZ.jpg,snow angel,thom racina,snow angel|thom racina,4
0880382678,"Test of the Twins (DragonLance Legends, Vol 3)",Margaret Weis,1986,TSR,http://images.amazon.com/images/P/0880382678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880382678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880382678.01.LZZZZZZZ.jpg,test of the twins dragonlance legends vol 3,margaret weis,test of the twins dragonlance legends vol 3|margaret weis,4
0061020680,Mort (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,http://images.amazon.com/images/P/0061020680.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020680.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020680.01.LZZZZZZZ.jpg,mort discworld novels paperback,terry pratchett,mort discworld novels paperback|terry pratchett,4
0140293442,Fever Pitch,Nick Hornby,2000,Penguin Books Ltd,http://images.amazon.com/images/P/0140293442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293442.01.LZZZZZZZ.jpg,fever pitch,nick hornby,fever pitch|nick hornby,4
0842373195,"Let's Roll: Ordinary People, Extraordinary Courage",Lisa Beamer,2002,Tyndale House Publishers,http://images.amazon.com/images/P/0842373195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842373195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842373195.01.LZZZZZZZ.jpg,lets roll ordinary people extraordinary courage,lisa beamer,lets roll ordinary people extraordinary courage|lisa beamer,4
0743422910,The Constant Gardener,John le Carre,2001,Pocket,http://images.amazon.com/images/P/0743422910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743422910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743422910.01.LZZZZZZZ.jpg,the constant gardener,john le carre,the constant gardener|john le carre,4
0140177388,Cannery Row,John Steinbeck,1993,Penguin Books,http://images.amazon.com/images/P/0140177388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140177388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140177388.01.LZZZZZZZ.jpg,cannery row,john steinbeck,cannery row|john steinbeck,4
078686804X,Black Water,T. Jefferson Parker,2002,Hyperion Press,http://images.amazon.com/images/P/078686804X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078686804X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078686804X.01.LZZZZZZZ.jpg,black water,t jefferson parker,black water|t jefferson parker,4
0061020702,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch,http://images.amazon.com/images/P/0061020702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020702.01.LZZZZZZZ.jpg,the light fantastic discworld novels paperback,terry pratchett,the light fantastic discworld novels paperback|terry pratchett,4
068482499X,A Moveable Feast,Ernest Hemingway,1996,Scribner,http://images.amazon.com/images/P/068482499X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068482499X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068482499X.01.LZZZZZZZ.jpg,a moveable feast,ernest hemingway,a moveable feast|ernest hemingway,4
0449207544,Proof,Dick Francis,1990,Fawcett Books,http://images.amazon.com/images/P/0449207544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449207544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449207544.01.LZZZZZZZ.jpg,proof,dick francis,proof|dick francis,4
0517577402,Mostly Harmless,Douglas Adams,1992,Random House Inc,http://images.amazon.com/images/P/0517577402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517577402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517577402.01.LZZZZZZZ.jpg,mostly harmless,douglas adams,mostly harmless|douglas adams,4
0425140946,Terminal,Robin Cook,1994,Penguin Putnam~mass,http://images.amazon.com/images/P/0425140946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425140946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425140946.01.LZZZZZZZ.jpg,terminal,robin cook,terminal|robin cook,4
0399149783,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399149783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149783.01.LZZZZZZZ.jpg,monkeewrench,p j tracy,monkeewrench|p j tracy,4
055314300X,Bourne Identity,Robert Ludlum,1966,Bantam Doubleday Dell,http://images.amazon.com/images/P/055314300X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055314300X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055314300X.01.LZZZZZZZ.jpg,bourne identity,robert ludlum,bourne identity|robert ludlum,4
